Technical name,Name,Original performer,monthEstablished,yearEstablished,linkToVideo,Start position,End position,Difficulty,description,descriptionEs,tips,tipsEs,recommendedPrerequisites,dateAdded,isImportant,isVariationOf
Korean Roll from Feet to Feet,Sushi Roll,Ian Eisenberg,,2021,https://youtu.be/Ab2gW1rv5e8?t=16,STAND,STAND,6,Do a Korean Roll but starting from Feet and landing to Feet.,Haz un rollo coreano pero empezando por los pies y aterrizando en los pies.,,,10041,1 Jan 2022,TRUE,
180 Orbital to Feet,Sakalorbital,Ian Eisenberg,,2020,https://youtu.be/Ab2gW1rv5e8?t=69,STAND,EXPOSURE,7,"Grab the line with one hand, bring it around your body by passing it to your other hand above your head. Put the line back under your feet to land in Exposure.","Agarra la línea con una mano, llévala alrededor de tu cuerpo pasándola a tu otra mano y luego aterriza en Exposición.",,,10084,1 Jan 2022,FALSE,10283
Sick Nasty 360 to Chest,Tre Nasty to Chest,Ian Eisenberg,,2021,https://youtu.be/eP2pBpKv4wI?t=39,SOFA,CHEST,6,Tre Nasty landing in Chest.,Tre Nasty aterrizando en el pecho.,,,10109,1 Jan 2022,FALSE,10110
Freak Nasty to Feet,,Ian Eisenberg,,2020,https://youtu.be/T27UrrWAr7A?t=36,SOFA,EXPOSURE,6,Do a Freak Nasty landing in Exposure.,Haz un Half Nasty pero con un aterrizaje de 180 en Exposure.,,,,1 Jan 2022,FALSE,10072
540 Spin,,Joshua Leupolz,,2021,https://youtu.be/qUxUNfgvoPs?t=46,STAND,STAND,6,Spin 540 on the line in a standing position.,Gira 540 en la línea en posición de pie.,,,10228,1 Jan 2022,FALSE,10228
Reverse Rocket Mount,,Samuel Volery,,2019,https://youtu.be/uOuqykzwN7w?t=171,ROCKET,EXPOSURE,6,From Rocket swing your legs up (feet first) and put both feet on the line inside of your hands and land in Exposure. ,Como un Rocket Mount pero subiendo por detrás de la línea.,Sam and Ian have quite different techniques for this trick. Try both and see which one suits you (or do your own variation of course).,"Sam e Ian tienen técnicas bastante diferentes para este truco. Prueba ambos y ve cuál te conviene (o haz tu propia variación, por supuesto).",,1 Jan 2022,TRUE,
Almighty Flip,,Axel Weber,,2020,https://youtu.be/jIBjYEMRhrQ,EXPOSURE,EXPOSURE,7,From Exposure do a front flip while hooking one foot under the line and putting it back on the line for the landing.,Desde la Exposición haz una voltereta frontal mientras enganchas un pie bajo la línea y lo vuelves a poner en la línea para el aterrizaje.,After 270 deg of rotation try to pull the line under yourself with your feet.,"Después de 270 grados de rotación, intenta tirar de la línea debajo de ti con los pies.",10119,1 Jan 2022,TRUE,
Barrel Almighty Flip,,Justin Wagers,,2020,https://youtu.be/Se5XNo0RSP8?t=649,STAND,STAND,7,Almighty flip but from normal stance.,Voltereta todopoderosa pero desde la posición normal.,,,10122,1 Jan 2022,TRUE,
Back Barrel Almighty Flip,,Justin Wagers,,2020,https://youtu.be/Se5XNo0RSP8?t=426,STAND,STAND,7,Like the Barrel Almighty Flip but flipping backside.,Como la vuelta del barril pero volteando en la otra dirección.,,,10123,1 Jan 2022,FALSE,10136
Back Almighty Flip,,Sebastian Egger,,2020,https://youtu.be/jIBjYEMRhrQ,EXPOSURE,EXPOSURE,7,From Exposure do a back flip while hooking one foot under the line and putting it back on the line for the landing.,Desde la Exposición haz una voltereta hacia atrás mientras enganchas un pie bajo la línea y lo pones de nuevo en la línea para el aterrizaje.,First lean back and then kick/hook the line.,Primero inclínate hacia atrás y luego patea/engancha la línea.,10120,1 Jan 2022,FALSE,10124
Back Korean Roll 360 to Chest,Despedido,Sakalomo,,2021,https://www.youtube.com/watch?v=7yLCyoHgUS0&t=1036,KOREAN,CHEST,5,"Start with a Back Korean Roll during which you are leaning forward, move your legs above the line to transition into a 360, land in Korean.",Es un rollo coreano trasero y un 360 al mismo tiempo.,,,,1 Jan 2022,TRUE,
Shrimp Double Flip,Kung Pao,Ian Eisenberg,,2021,https://www.instagram.com/p/CXPSK-BKQAg/,ROCKET,ROCKET,-1,Do a Shrimpflip and in the same bounce another roll backwards around the line.,Haz un Shrimpflip y en el mismo rebote otra vuelta alrededor de la línea.,,,10060;10121,1 Jan 2022,FALSE,10060
Back No Soup,,Tim Odermatt,,2021,https://www.instagram.com/p/CVvIbn3lFqU/,SOUP,EXPOSURE,7,"A Can of Soup without hands, basically a Back Almighty starting from Soup.","Una lata de sopa sin manos, básicamente un Back Almighty partiendo de Sit.","Throw your hands in the air at the bottom of the bounce, it will allow you to gain more momentum to finish the rotation.","Lanza las manos al aire en la parte inferior del rebote, te permitirá ganar más impulso para terminar la rotación.",10143,1 Jan 2022,FALSE,10066
Leash to Feet,Whatever,Enzo Fuchs,,2021,https://www.instagram.com/p/CRyXVw0ISbI/,LEASH,EXPOSURE,7,Drop into the leash and on the way up climb the leash and finish with a Rocket Mount.,Déjate caer en una caída de la correa y al subir sube la correa y tira de la línea bajo tus pies.,,,10073,1 Jan 2022,FALSE,10067
Sick Nasty from Feet to Feet,,Enzo Fuchs,,2021,https://www.instagram.com/p/CWQrmuTAwNl/,EXPOSURE,EXPOSURE,6,Sick Nasty from Feet to Feet.,Enfermo asqueroso de pies a cabeza.,,,10044;10072,1 Jan 2022,FALSE,10072
Back Roll from Chest to Feet,Frog Flip,Ian Eisenberg,,2022,https://www.instagram.com/p/CYPPtWFvkIg/,CHEST,STAND,7,From Chest you push off the line with both hands to get into a Back Roll to Feet.,Desde el pecho empujas la línea con ambas manos para entrar en un backflip y luego aterrizar a Pies.,,,,1 Jan 2022,FALSE,10079
Underflip to Feet,Fireball,Cesare Bellamoli,Apr,2022,https://youtu.be/eUguTccJblI?t=45,KOREAN,EXPOSURE,-1,"From Korean, do a BS 270 spin and finish with a Back Belly Roll to Feet.",,,,,9 May 2022,FALSE,10100
Tre Nasty Roll,Tre Flip,Ian Eisenberg,,2021,https://www.instagram.com/p/CUayzIYg49i/,SOFA,SOFA,7,Start with the motion of a Half Nasty 180 but pass your legs over the line once more and keep spinning to do a full 360 and then add a roll around the line to land back in the starting position.,"Comienza con el movimiento de un Half Nasty 180 pero sigue girando, haz un 360 completo y añade un giro, aterrizando de nuevo en la posición inicial.",,,10109,1 Jan 2022,FALSE,10109
No Foot Almighty Flip,High'N'Mighty,Ian Eisenberg,,2021,https://www.instagram.com/p/CVYpkmVg2FY/,STAND,STAND,7,Barrel Front Almighty Flip but instead of hooking the line with your foot you press the line against your leg.,"Barrel Front Almighty Flip pero en lugar de enganchar la línea con el pie, presionas la línea contra tu otra pierna.",,,10124,1 Jan 2022,FALSE,10124
180 Back Roll from Feet,180 Backflop,Ian Eisenberg,,2021,https://www.youtube.com/watch?v=A8O3iGYGPPk&t=135,STAND,KOREAN,6,Do a 180 and then do a Backflop.,Haz un 180 y luego pasa a un Rollo de Espalda desde los Pies.,,,10086,1 Jan 2022,FALSE,10086
NH Panic Roll to Feet,Panic Attack,Ian Eisenberg,,2021,https://www.youtube.com/watch?v=7yLCyoHgUS0&t=1355,SOFA,EXPOSURE,7,You do a Panic Roll to Feet but don't use your hands to hold the line. Instead use your foot to hook the line and go to Feet.,"Haces un Rollo de Pánico a Pies pero no usas las manos para sujetar la línea. En lugar de ello, utiliza el pie para enganchar la línea y pasar a Pies.",,,10050,1 Jan 2022,TRUE,
Shrimpflip 180 to Feet,King Prawn,Ian Eisenberg,,2021,https://youtu.be/7yLCyoHgUS0?t=1560,ROCKET,EXPOSURE,7,Do a Shrimpflip 180 but then go to Feet.,Haz un Shrimpflip 180 pero luego ve a Pies.,,,10229,1 Jan 2022,TRUE,
180 Front Roll from Feet,180 Frontflop,Ian Eisenberg,,2021,https://youtu.be/A8O3iGYGPPk?t=116,STAND,KOREAN,6,From Standing you turn 180 and do a Frontflop.,Desde la posición de pie se gira 180 y se hace un Frontroll desde los pies.,,,10080,1 Jan 2022,FALSE,10080
360 Orbital to Feet,,Ian Eisenberg,,2021,https://youtu.be/A8O3iGYGPPk?t=175,STAND,STAND,8,Orbital to Feet but with a 360 spin.,Orbital a Pies pero con un giro de 360.,,,10115,1 Jan 2022,FALSE,10283
Antihero to Feet,Darth Vader,Ian Eisenberg,,2021,https://www.youtube.com/watch?v=V0fMaONFvVY,ROCKET,EXPOSURE,7,Like an Antihero but landing in Exposure.,Como un Antihéroe a Sofá pero aterrizando en Exposición.,,,10039,1 Jan 2022,TRUE,
90 to Yoda Roll,Adrenaline Roll,Ian Eisenberg,,2020,https://youtu.be/qLEnzTtvTcA?t=38,STAND,EXPOSURE,6,Do a 90 with restepping and go into a Yoda Roll.,Haz un 90 con restepping y pasa a un Yoda Roll.,,,10050,1 Jan 2022,TRUE,
Han Solo,,Jim Galli,,2020,https://www.youtube.com/watch?v=dG9sJvKjg6E&t=323,EXPOSURE,EXPOSURE,6,Almighty Flip but instead of hooking the line with your foot you grab and pull on the leash.,"Almighty Flip, pero en lugar de enganchar la línea con el pie, agarras y tiras de la correa.",,,10119,1 Jan 2022,TRUE,
Backbounce Panic Roll 180 to Feet,Backbounce Nirvana,Justin Wagers,,2021,https://www.instagram.com/p/CSW1c4Li76j/,BACK,EXPOSURE,7,Nirvana from Backbounce.,Nirvana de Backbounce.,,,10140,1 Jan 2022,FALSE,10085
Panic Double Roll to Feet,,Justin Wagers,,2021,https://youtu.be/RDVaUFdqMmE?t=261,SOFA,EXPOSURE,7,Panic Roll with an additional roll landing to Feet.,Rollo de pánico con un rollo de pecho adicional aterrizando a los pies.,,,10050,1 Jan 2022,FALSE,10050
Double Can of Soup,,Justin Wagers,,2019,https://youtu.be/rWqH_51ztQA?t=6977,SOUP,STAND,7,From Soup do a double roll and land on your feet in normal stance.,Desde la posición de sentado (con una pierna) se hacen dos rollos hacia el lado y se aterriza sobre los pies en posición normal.,,,10066,1 Jan 2022,FALSE,10066
Sofa Roll 360 to Feet,Nirvana,Salomé Cholet,,2021,https://youtu.be/7yLCyoHgUS0?t=580,SOFA,EXPOSURE,7,Do a Sofa Roll 360 and land in Exposure.,Haz un Sofa Roll 360 pero ve hacia los pies y aterriza en la exposición.,,,10022;10069,1 Jan 2022,FALSE,10050
FS 360 Rocket Mount,,Sebastian Egger,,2021,https://www.instagram.com/p/CPgJRJHK777/,ROCKET,EXPOSURE,7,Rocket Mount with a 360.,Montaje de cohete con un 360.,First spin a little bit into the opposite direction to then explode out the way you really want to spin.; Try to avoid doing a Rocket Mount 180 and then restep with your feet but go for the 360 right away.,"Primero gira un poco en la dirección opuesta para luego explotar en la dirección que realmente quieres girar; trata de evitar hacer un Rocket Mount 180 y luego vuelve a dar un paso con los pies, pero ve a por el 360 de inmediato.",10097,1 Jan 2022,TRUE,
Sofa 540 to Feet,,Sebastian Egger,,2021,https://www.instagram.com/p/CPgJRJHK777/,SOFA,EXPOSURE,7,Like a Sofa 360 to Feet but with a late 180.,Desde el Sofá se hace un Sofá 360 a Pies pero se añade un 180 al final.,Try to not do the 360 and then restep to get the 540 but instead go for the 540 directly.,"Intenta no hacer el 360 y luego el restep para conseguir el 540, sino que ve directamente a por el 540.",10069,1 Jan 2022,FALSE,10069
Switch 270 Yoda Roll Fake 90,Flowflip from Feet to Feet,Sebastian Egger,,2021,,STAND,STAND,7,From switch do 270 spin and go into a Yoda Roll and finish by turning to normal stance.,"Desde la posición de cambio, gira 180 con sólo girar los pies (sin pisar). Luego haz un Adrenaline Roll pero cuando estés aterrizando, gira los pies de nuevo para no aterrizar en Exposición sino en postura normal.",Either start or land in switch.,O bien empieza o aterriza en el interruptor.,10171,1 Jan 2022,FALSE,10102
Butter Roll to Feet,Tesseract,Ian Eisenberg,,2021,https://www.instagram.com/p/CVhgrM6B6jd/,SOFA,EXPOSURE,7,"Start by doing the Butter and roll to your back, put your feet on the line to land in Expo.",Comienza haciendo el Butter y rueda hacia tu espalda para aterrizar en la Expo.,,,10230,1 Jan 2022,TRUE,10230
180 Front Yoda Roll,,Ian Eisenberg,,2021,https://youtu.be/Ab2gW1rv5e8?t=22,EXPOSURE,EXPOSURE,7,From Exposure do a 180 and during the spin go into the Yoda Roll.,Desde la Exposición haz un 180 y durante el giro entra en el Yoda Roll.,,,10119,1 Jan 2022,FALSE,10119
BS 270 Back Yoda Roll,Dojo Roll,Ian Eisenberg,,2021,https://youtu.be/BOGMXJsXWCE?t=31,STAND,EXPOSURE,7,Turn 180 to your BS and go into a Back Yoda Roll finishing the last 90 degrees of spin.,Gira 180 hacia tu BS y entra en un Back Yoda Roll terminando los últimos 90 grados de giro.,,,10120;10145,1 Jan 2022,TRUE,
Almighty from Sofa,Dirty Sofa,Tim Odermatt,,2021,,SOFA,EXPOSURE,7,"Start in Sofa, then bring one foot up to the line to hook it and go for an Almighty Flip.",Comienza en Sofá y luego lleva un pie hasta la línea para engancharla y hacer una Voltereta Todopoderosa.,,,10124,1 Jan 2022,TRUE,
Double Shoulder Roll to Feet,,Enzo Fuchs,,2020,https://www.instagram.com/p/CFKdxdlq9yd/,SHOULDER,EXPOSURE,7,Double Shoulder Roll landing in Exposure.,Aterrizaje con doble hombro en la exposición.,,,,1 Jan 2022,FALSE,10104
Front Yoda Rewind,,Sebastian Egger,,2021,https://youtu.be/aAq4Tf8naOM?t=135,EXPOSURE,EXPOSURE,8,It's almost a Front Yoda Roll and a Back Yoda Roll in the same bounce. Start at the very bottom of the bounce with a Front Yoda Roll so the line snaps up and after around three quarters of rotation you have some resistance of the line to push off of into the Back Yoda Roll. ,Es casi un Yoda Roll frontal y un Yoda Roll trasero en el mismo rebote. Comienza en la parte inferior del rebote con un Yoda Roll frontal para que la línea se levante y después de tres cuartos de rotación tengas algo de resistencia de la línea para empujar hacia el Yoda Roll trasero. ,Start a lot earlier than you would for most tricks.,Empieza mucho antes de lo que lo harías para la mayoría de los trucos.,,1 Jan 2022,FALSE,10156
Back Yoda Rewind,,Tim Odermatt,,2021,,EXPOSURE,EXPOSURE,8,It's almost a Back Yoda Roll and a Front Yoda Roll in the same bounce. Start at the very bottom of the bounce with a Back Yoda Roll so the line snaps up and after around three quarters of rotation you have some resistance of the line to push off of into the Front Yoda Roll. ,Es casi un Back Yoda Roll y un Front Yoda Roll en el mismo rebote. Comienza en la parte inferior del rebote con un Yoda Roll trasero para que la línea se levante y después de tres cuartos de rotación tengas algo de resistencia de la línea para empujar hacia el Yoda Roll delantero. ,Start a lot earlier than you would for most tricks.,Empieza mucho antes de lo que lo harías para la mayoría de los trucos.,,1 Jan 2022,FALSE,10156
Tre Nasty to Feet,,Ian Eisenberg,,2021,,SOFA,STAND,-1,Tre Nasty landing to Feet.,Tre Nasty aterrizando a Pies.,,,10109,1 Jan 2022,FALSE,10109
360 Expo Orbital to Feet,Cosmonaut,Ian Eisenberg,,2021,https://youtu.be/lzz9jvtYpi0?t=567,EXPOSURE,EXPOSURE,8,Expoorbital to Feet with a 360 spin.,Expoorbital a Pies con un giro de 360.,,,10115,1 Jan 2022,TRUE,
Hammock Roll from Feet to Feet,Lasagna Roll,Augustin Moinat,,2021,https://youtu.be/aAq4Tf8naOM?t=139,STAND,STAND,8,Hammock Roll starting from Feet and going directly back to Feet.,Rodar en hamaca empezando por los pies y volviendo directamente a los pies.,,,10023;10092,1 Jan 2022,FALSE,10092
Panic Roll 180 from Feet to Feet,Total Nirvana,Sakalomo,,2021,https://youtu.be/HecUpHXRpDw?t=55,EXPOSURE,EXPOSURE,8,Basically a Sofa Roll 360 from Feet to Feet.,Básicamente un Sofá Roll 360 de Pies a Pies.,,,10140,1 Jan 2022,FALSE,10140
Back Roll from Feet to Feet,Backflip,Ian Eisenberg,,2021,https://youtu.be/Ej2ocABoNC4?t=18588,STAND,STAND,8,It is a Back Roll from Feet to Feet.,¡El Backflip de highline freestyle! Como su nombre indica es un Back Roll de pies a pies.,,,10079;10086,1 Jan 2022,TRUE,
Rocket Front Belly Roll to Feet,Supersonic Mount,Ian Eisenberg,,2020,https://www.youtube.com/watch?v=r5rwYkvnbco,ROCKET,EXPOSURE,7,From Rocket get a lot of momentum with your feet and do one roll forward around the line and land in Exposure.,Desde el Hanging coge mucho impulso con los pies y haz un roll frontal alrededor de la línea y aterriza en Exposure.,,,10056,1 Jan 2022,TRUE,
Double Back Yoda Roll,Back Turtle Roll,Ian Eisenberg,,2020,https://www.youtube.com/watch?v=RerW2T7edVA,EXPOSURE,EXPOSURE,7,Two Back Yoda Rolls in one bounce.,Dos Rollos de Yoda hacia atrás en un solo rebote.,,,10120,1 Jan 2022,FALSE,10156
Sick Nasty Roll to Feet,Darkside Roll,Ian Eisenberg,,2020,https://youtu.be/Ab2gW1rv5e8?t=79,SOFA,EXPOSURE,7,Do a Sick Nasty Roll but instead of swinging both your legs over the line again put one foot on the line and keep the other one behind the line. Then put the second foot on and stick the trick.,"Comienza con un Sick Nasty Roll, pero en lugar de balancear ambas piernas sobre la línea, pon un pie en la línea y mantén el otro detrás de la línea. Luego pon el segundo pie y pega el truco.",,,10068,1 Jan 2022,TRUE,
180 Darth Vader,,Ian Eisenberg,,2021,https://youtu.be/HecUpHXRpDw?t=218,ROCKET,EXPOSURE,8,Darth Vader with a 180.,Darth Vader con un 180.,,,10074,1 Jan 2022,FALSE,10132
180 Almighty Flip,,Ian Eisenberg,,2021,https://youtu.be/n2z3IyeQSj4?t=88,EXPOSURE,EXPOSURE,8,Do a 180 and then go into a Front Almighty Flip.,Haz un giro de 180º y luego entra en una voltereta frontal todopoderosa.,,,10124,1 Jan 2022,FALSE,10124
Double Barrel Roll,,Justin Wagers,,2021,https://www.youtube.com/watch?v=VP49hErTqM0&t=415,STAND,STAND,7,Double Barrel Roll.,Rodillo de doble barril.,,,10139,1 Jan 2022,TRUE,
Frontroll from Feet to Feet,Frontflip (Chrysalis),Nick Day,,2021,https://www.youtube.com/watch?v=8fqUe9ZQvAc,STAND,STAND,8,Front Roll from Feet to Feet.,En un rebote haz un Frontroll partiendo de Pies y aterrizando de nuevo en Pies.,Longer lines allow for more time to execute the trick.,Las líneas más largas permiten más tiempo para ejecutar el truco.,10080;10231,1 Jan 2022,TRUE,
Double Yoda Roll,Turtle Roll,Pablo Signoret,,,https://www.youtube.com/watch?v=VP49hErTqM0&t=420,EXPOSURE,EXPOSURE,7,Two Yoda Rolls in one bounce.,Dos rollos de Yoda en un rebote.,,,10107,1 Jan 2022,TRUE,
Fake 360 Almighty Flip,,Sebastian Egger,,2021,https://www.instagram.com/p/COPXx5vtOBy/,STAND,STAND,8,"Starting in switch do a 270 spin, go into a Front Almighty Flip and in the end turn 90 to look back at the same anchor as where you started.","Empezando en posición de cambio, haces un giro de 270 y pasas a un Front Almighty Flip al final giras 90 para mirar de nuevo al mismo ancla donde empezaste.",,,10153,1 Jan 2022,FALSE,10162
FS 360 Barrel Roll,Overflow,Tim Odermatt,,2021,https://www.instagram.com/p/CSHcZfUFG9H/,STAND,STAND,-1,From your regular stance do a frontside 270 and roll around the line like you would for a Flowflip. Try to land back in your normal stance and not in Exposure.,Desde tu postura normal haz un 270 frontal y rueda alrededor de la línea como lo harías para un Flowflip. Intenta aterrizar de nuevo en tu postura normal y no en Exposure.,,,10171,1 Jan 2022,FALSE,10122
Barrel late Orbital 180,,Justin Wagers,,2021,https://www.instagram.com/p/CXJSAepFj4L/,STAND,CHEST,-1,Start with a Barrel Roll and then add an Orbital 180 in the same bounce.,Empieza con un Barrel Roll y luego añade un Orbital en el mismo rebote.,You gotta be quick for this one.,Tienes que ser rápido para esto.,10122;10206,1 Jan 2022,FALSE,10122
Half Nasty 180 Front Sofa Roll to Feet,Rubik's Cube,Ian Eisenberg,,2021,https://www.instagram.com/p/CPWrEFhKBUm/,SOFA,EXPOSURE,7,It's a Half Nasty 180 with a Front Sofa Roll landing in Exposure.,Es un Half Nasty 180 con un aterrizaje en exposición.,,,10214,1 Jan 2022,TRUE,
Makako to Feet,,Sakalomo,,2021,https://youtu.be/rWqH_51ztQA?t=5633,NEVERMIND,EXPOSURE,-1,Makako landing in Exposure.,Makako aterrizando en Exposición.,,,10052,1 Jan 2022,TRUE,
Despedido to Feet,,Sakalomo,,2021,https://youtu.be/HecUpHXRpDw?t=162,KOREAN,EXPOSURE,-1,Despedido landing in Exposure,Despedido aterrizando en Exposición,,,10170,1 Jan 2022,TRUE,
180 Super Sonic Mount,,Ian Eisenberg,,2021,https://youtu.be/HecUpHXRpDw?t=249,ROCKET,EXPOSURE,8,It's a Super Sonic late 180 or Rocket Rewind to Feet.,Es como un Rocket Rewind a Feet.,,,10149;10140,1 Jan 2022,FALSE,10063
360 Almighty Flip,,Ian Eisenberg,,2021,https://youtu.be/HecUpHXRpDw?t=367,STAND,STAND,8,360 Almighty Flip.,El verdadero Frente 360 Todopoderoso con la postura inicial y final siendo la misma.,,,10153,1 Jan 2022,TRUE,
Reverse Super Sonic Mount,,Samuel Volery,,2021,https://www.youtube.com/watch?v=EntnbHe_biY,ROCKET,EXPOSURE,-1,From Rocket get a lot of momentum with your feet and do one roll backwards around the line and land in Exposure.,Desde la suspensión coge mucho impulso con los pies y haz un giro hacia atrás alrededor de la línea y aterriza en la exposición.,,,10101;10121,1 Jan 2022,FALSE,10149
Shapeshifter to Feet,Ninja Shifta,Enzo Fuchs,,2021,https://www.instagram.com/p/CXOfVZGgZ7b/,EXPOSURE,EXPOSURE,8,Shapeshifter landing to feet.,Shapeshifter aterrizando a los pies.,,,10112,1 Jan 2022,TRUE,
Kung Pao to Feet,Shrimpzilla,Ian Eisenberg,,2021,https://www.instagram.com/p/CXXU9U7KvZ7/,ROCKET,EXPOSURE,-1,Shrimpflip to Reverse Rocket Mount.,Volteo de camarones a montura de cohete invertida.,,,10174,1 Jan 2022,TRUE,
Half-Nasty 360 Roll to Feet,Megaminx,Ian Eisenberg,,2022,https://www.instagram.com/p/C8ubJOaMydv/,SOFA,EXPOSURE,-1,"Start like you would for the Half-Nasty 180, but then keep spinning to do a 360 by regrabing your hands and finish Reverse Obi-Wan.",Piensa en ello como un cubo de Rubik 180.,,,10220,1 Jan 2022,TRUE,
180 Backflip,,Oscar Defoor,Feb,2022,https://www.instagram.com/p/CadBn6CjXqM/,STAND,EXPOSURE,-1,"Start in regular position, rotate 180° backside and do a backflip starting from switch position. Roll over the same shoulder as the normal backflip.","Comienza en posición normal, gira 180° hacia atrás y haz un backflip partiendo de la posición de cambio. Aterriza en el mismo hombro que la voltereta normal.",Get the 180° backflop as solid as possible first!,Primero haz el backflop de 180º lo más sólido posible. ,10148;10126,9 May 2022,FALSE,10148
Double Back Roll from Feet,Double Dibahia,Ian Eisenberg,,2022,https://www.instagram.com/p/CZh3qZata-5/,STAND,KOREAN,-1,Double Backroll from feet.,Doble retroceso desde los pies.,Protecting your arm from leashburns could be beneficial.,Proteger el brazo de las quemaduras por presión podría ser beneficioso.,10086,9 May 2022,FALSE,10068
Double Back Yoda Roll 180,Yodermatt,Tim Odermatt,,2022,https://www.instagram.com/p/Caf2ldqgtLc/,EXPOSURE,EXPOSURE,9,Back Yoda Roll to Back Yoda Roll 180 in one bounce.,Rollo de Yoda hacia atrás a Rollo de Yoda hacia atrás 180 en un rebote.,,,10150,9 May 2022,FALSE,10156
Triple Back Yoda Roll,,Davis Hermes,,2021,https://www.instagram.com/p/CUNMWEgAGP4/,EXPOSURE,EXPOSURE,9,Three Back Yoda Rolls in one bounce.,Tres Rollos de Yoda hacia atrás en un solo rebote.,,,10150,1 Jan 2022,TRUE,
Barrel Almighty Flip to Barrel Roll,Holy Grail,Davis Hermes,,2021,https://youtu.be/UdG4DNI0SNk?t=92,STAND,STAND,9,Start by doing a Barrel Almighty Flip and go for a second roll by grabbing the line and doing a Barrel Roll.,Empieza haciendo un Barrel Almighty Flip y haz una segunda tirada agarrando la línea y haciendo un Barrel Roll.,,,10154,1 Jan 2022,TRUE,
Darth Vader from Feet,Eisenvader,Ian Eisenberg,,2021,https://youtu.be/HecUpHXRpDw?t=436,EXPOSURE,EXPOSURE,9,Start in Expo and roll down until you are in Rocket. Then do a Darth Vader.,Comienza en la Expo y rueda hacia abajo hasta que estés bajo la línea. Entonces haz un Darth Vader.,,,10132;10095,1 Jan 2022,TRUE,
Double Back Almighty Flip,,Sebastian Egger,Sep,2021,https://youtu.be/HecUpHXRpDw?t=547,EXPOSURE,EXPOSURE,9,Double Back Almighty Flip.,Doble Vuelta Todopoderosa,Do the first one laid out and tuck for the second one to get good momentum.; Try to get the hook at your ankle. If the line is near your toes it's hard to pull it around for the second roll.,Haz la primera tirada y métete para la segunda para conseguir un buen impulso; Intenta que el gancho esté en tu tobillo. Si la línea está cerca de los dedos de los pies es difícil tirar de ella para la segunda tirada.,10150;10143,1 Jan 2022,FALSE,10167
Double Front Almighty Flip,,Sebastian Egger,Sep,2021,https://youtu.be/HecUpHXRpDw?t=780,EXPOSURE,EXPOSURE,9,Double Front Almighty Flip.,Doble vuelta frontal todopoderosa.,Stay open for the first one and tuck for the second one to get good momentum.,Quédate abierto en el primero y métete en el segundo para conseguir un buen impulso.,10156;10124,1 Jan 2022,TRUE,
Front Sofa Roll Rewind to Sick Nasty Double Roll,Double Boomerang,Ian Eisenberg,Feb,2022,https://youtu.be/rWqH_51ztQA?t=6940,SOFA,SOFA,-1,Start early with a Lightside Roll and use the resistance in the line to finish with a Double Sick Nasty Roll.,,,,,,FALSE,10243
Shrimpflip 360 to Feet,Shrimp Cocktail,Ian Eisenberg,Mar,2022,https://www.instagram.com/p/CbV9q1_p8DI/,ROCKET,EXPOSURE,8,"Start with a Shrimpflip, let go with one hand to initiate the 360 spin and land in Exposure.",,,,,,FALSE,10128
360 from Feet to Korean,Downward Spiral,Ian Eisenberg,Apr,2022,https://www.instagram.com/p/Cck9B16DcDi/,STAND,KOREAN,5,"Kick your back leg to the front, initiate a 360 with your upper body, and bring your front leg around to land in Korean.",,,,,,FALSE,10228
OH Back Handspring to Korean,Capoeira Flop,Ian Eisenberg,Apr,2022,https://www.instagram.com/p/Cck9B16DcDi/,STAND,KOREAN,-1,Do a OH Back Handspring to Korean.,,,,,,FALSE,10068
Front Sofa Roll Rewind to Sick Nasty Roll,Boomerang,Ian Eisenberg,Apr,2022,https://www.instagram.com/p/C87PZ0pMsjF/,SOFA,SOFA,6,Start early with a Lightside Roll and use the resistance in the line to finish with a Sick Nasty Roll.,,,,,,TRUE,
Sushi Backflop,,Ian Eisenberg,May,2022,https://www.instagram.com/p/CdsGGZrvNJ2/,STAND,KOREAN,7,Start with a early Sushi and go into the Backflop at the top of the bounce.,,,,,,FALSE,10068
Shrimp Mount,,Ian Eisenberg,May,2022,https://www.instagram.com/p/Cd7NRJeNEAa/,ROCKET,EXPOSURE,5,"From Rocket, stay below the line, pull just your legs up and kick in between the arms with extended legs. With the momentum from the leg kick, bring your body above the line, tuck your legs and land in Exposure.",,,,,,TRUE,
Double Drop Knee Almighty,,Ian Eisenberg,Jul,2022,https://www.instagram.com/p/CeVEh4DDYle/,DOUBLE DROP KNEE,EXPOSURE,-1,Almighty from DDK.,,,,,,FALSE,10136
Boomerang to Feet,Bangarang,Ian Eisenberg,Jul,2022,https://www.instagram.com/p/DAyphTxipiv/,SOFA,EXPOSURE,8,Boomerang to Feet.,,,,,,FALSE,10243
No Hands Back Panic Roll to Feet,Back Panic Attack,Ian Eisenberg,Jul,2022,https://www.instagram.com/p/Cfczh8IpvK4/,SOFA,EXPOSURE,7,"From Sofa, bring your back leg over the line (like a heel hook), initiate a roll backwards and immediately hook with your front foot, finish the roll and put your feet back on the line to land the trick.",,,,,,FALSE,10127
